stock_code,company_name,source_url,source_file,source_page,matched_term,evidence_text,review_status
01555.HK,ＭＩ能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000474.pdf,data/raw/hkex_reports/01555.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance"," Financial Summary 財務摘要 Operating Summary 營運摘要 Chairman’s Statement 主席報告書 Directors and Senior Management 董事及高級管理層 Corporate Governance Report 企業管治報告 Report of the Directors 董事會報告 Environmental, Social and Governance Report 環境、社會及管治報告 Management Discussion and Analysis 管理層討論及分析 Independent Auditor’s Report 獨立核數師報告 Consolidated Statement of Financial Position 合併財務狀況表 Consolidated Statement of Comprehensive Income 合併綜合收益表 Consolidated Statement of Changes in Equity 合併權益變動表 Consolidated Statement of Cash Flows 合併現金流量表 Notes to the Consolidated Financial Statements 合併財務報表附註",pending
01555.HK,ＭＩ能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000474.pdf,data/raw/hkex_reports/01555.HK/2025/annual_report.pdf,65,"Environmental, Social and Governance","Environmental, Social and Governance Report 環境、社會及管治報告 REPORT DESCRIPTION 報告說明 This report is the Group’s Environmental, Social and Governance (“ESG”) Report, covering the overall environmental and social performance of the Group’s main business operations in oil and natural gas exploration and development during the period from January 1, 2025 to December 31, 2025 (“Reporting Period”). 本報告為本集",pending
01555.HK,ＭＩ能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000474.pdf,data/raw/hkex_reports/01555.HK/2025/annual_report.pdf,66,"Environmental, Social and Governance","Environmental, Social and Governance Report (Continued) 環境、社會及管治報告 （續） BOARD’S ESG GOVERNANCE STATEMENT 董事會ESG管治聲明 The Company is committed to strictly complying with the disclosure requirements of the Environmental, Social and Governance Reporting Code of the Stock Exchange. The Company recognizes the importance of ESG to the Company ’s long-term and stable operation, and has established effe",pending
01555.HK,ＭＩ能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000474.pdf,data/raw/hkex_reports/01555.HK/2025/annual_report.pdf,67,"Environmental, Social and Governance","Environmental, Social and Governance Report (Continued) 環境、社會及管治報告 （續） (2) ESG Management Concept （二） ESG管理理念 The Group’s ESG management concept is aligned with national standards and the overarching development strategy, embodying the principles of “innovative development and value creation” . It focuses on strengthening the ESG framework, promoting integrated and coordinated development, and",pending
01555.HK,ＭＩ能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000474.pdf,data/raw/hkex_reports/01555.HK/2025/annual_report.pdf,68,"Environmental, Social and Governance","Environmental, Social and Governance Report (Continued) 環境、社會及管治報告 （續） (4) Materiality （四） 實質性議題 In accordance with Appendix C2 of the Environmental, Social, and Governance Reporting Code from the Listing Rules on the Stock Exchange, the Group has identified and screened material issues related to its operations. This process is guided by internationally recognized ESG initiatives, standards, ",pending
01621.HK,域高國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300494.pdf,data/raw/hkex_reports/01621.HK/2025/annual_report.pdf,2,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","PORATE INFORMATION 公司資料 2 STATEMENT FROM THE CHAIRMAN 主席報告書 4 MANAGEMENT DISCUSSION AND ANALYSIS 管理層討論及分析 6 BIOGRAPHICAL DETAILS OF DIRECTORS AND SENIOR MANAGEMENT 董事及高級管理層履歷詳情 15 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 23 CORPORATE GOVERNANCE REPORT 企業管治報告 109 DIRECTORS’ REPORT 董事會報告 140 INDEPENDENT AUDITOR’S REPORT 獨立核數師報告 157 CONSOLIDATED STATEMENT OF PROFIT OR LOSS AND OTHER COMPREHENSIVE INCOME 綜合損益及其他全面收益表 164 CONSOLIDATED STATEMENT OF FINANCIAL POSITION 綜合財務狀況表 165 CONSOLIDATED STATEMENT OF CHANGES IN EQUITY 綜合權益變動表 167 CONSOLIDATED STATEMENT OF CA",pending
01621.HK,域高國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300494.pdf,data/raw/hkex_reports/01621.HK/2025/annual_report.pdf,24,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 ABOUT THIS REPORT This is the ninth Environmental, Social and Governance (“ESG”) report published by the Company, presenting the achievements in promoting sustainable development of the Company and its subsidiaries, as well as our performance in environmental, social, and governance aspects. In keeping with the spirit of creating long-term",pending
01621.HK,域高國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300494.pdf,data/raw/hkex_reports/01621.HK/2025/annual_report.pdf,25,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 Reporting Principles The content of the ESG Report was prepared based on the following reporting principles: 報告原則 編製： 本環境、社會及管治報告內容根據以下報告原則 Materiality Quantitative Consistency 重要性 量化 一致性 The Board conducts an annual r e v i e w o f t h e G r o u p ’ s E S G guidelines, ESG reports, and m a n a g e m e n t o b j e c t i v e s b y recognizi",pending
01621.HK,域高國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300494.pdf,data/raw/hkex_reports/01621.HK/2025/annual_report.pdf,26,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 Corporate Social Responsibility and Vision The Group is committed to environmental protection by promoting a low-carbon workplace and delivering eco-friendly, high-efficiency products and services. As an employer, we enhance employees’ awareness of resource conservation through workplace environmental education and sustainable practices. T",pending
01621.HK,域高國際控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300494.pdf,data/raw/hkex_reports/01621.HK/2025/annual_report.pdf,27,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 We continue to provide the Board with a quarterly update that offers a fair and understandable appraisal of the Group’s performance, position, and future prospects. All directors have the opportunity to add items to the agenda for regular board meetings, and they all have free access to board papers and other resources of a caliber and for",pending
01798.HK,中國大唐集團新能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802732.pdf,data/raw/hkex_reports/01798.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","ating and Financial Data 8 Financial Highlights 10 Management Discussion and Analysis 12 Major Events in 2025 37 Report of the Board of Directors 39 Corporate Governance Report 68 Environmental, Social and Governance 94 Report Investor Relations 192 Profile of Directors and Senior Management 193",pending
01798.HK,中國大唐集團新能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802732.pdf,data/raw/hkex_reports/01798.HK/2025/annual_report.pdf,41,"Environmental, Social and Governance"," policies, including compliance with the relevant laws and regulations that have a significant impact on the Group, and relationships with its key stakeholders are included in the Environmental, Social and Governance Report contained in this Annual Report. All references herein to other sections or reports in this Annual Report form part of this report. 40 China Datang Corporation Renewable Power Co., Limited",pending
01798.HK,中國大唐集團新能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802732.pdf,data/raw/hkex_reports/01798.HK/2025/annual_report.pdf,42,"Environmental, Social and Governance","Development Mechanism, to promote the ecology environment protection. For more details, please refer to the sections headed Management Discussion and Analysis, Human Resources and Environmental, Social and Governance （ESG） Report. V. PROPERTY, PLANT AND EQUIPMENT Details of the changes in property, plant and equipment of the Group as at 31 December 2025 are set out in Note 13 to the financial statements. VI. SHARE CAPITAL As at 31 December 2025, the total share capital of the Company was RMB7,273,701,000, divided into 7,273,701,000 shares with nominal value of RMB1.00 e",pending
01798.HK,中國大唐集團新能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802732.pdf,data/raw/hkex_reports/01798.HK/2025/annual_report.pdf,69,"Environmental, Social and Governance","and balance. Meanwhile, the Company and the Board have always attached great importance to the establishment of corporate culture. For details, please refer to the section headed “Environmental, Social and Governance Report – About US – Corporate Culture” in this Annual Report. The Company has adopted the Code as its own corporate governance practices. For the Year, the Company has been in strict compliance with the principles and code provisions set out in the Code, except for the deviation from code provision C.1.8 of the Code which is explained in “Directors’ liabili",pending
01798.HK,中國大唐集團新能源股份有限公司 - H股,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802732.pdf,data/raw/hkex_reports/01798.HK/2025/annual_report.pdf,95,"Environmental, Social and Governance","Environmental, Social and Governance Report 1.0 ABOUT THE REPORT Since 2017, China Datang Corporation Renewable Power Co., Limited. has consistently produced Environmental, Social, and Governance (ESG) Reports. This ESG Report, the ninth published by DRP, seeks to update stakeholders on the latest developments and management philosophies in ESG work. We recommend reading alongside the “Corpora",pending
01878.HK,南戈壁資源有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902945.pdf,data/raw/hkex_reports/01878.HK/2025/annual_report.pdf,3,"Environmental, Social and Governance","of Directors and Senior Management 15 Directors’ Report 32 Corporate Governance Report 64 Management’s Discussion and Analysis of Financial Condition and Results of Operations 132 Environmental, Social and Governance Report 192 Consolidated Financial Statements 268 Corporate Information SouthGobi Resources Ltd. (the “Company” or “SouthGobi”) is focused on the exploration, development and production of its coal deposits in Mongolia’s South Gobi Region. The Company has a 100% shareholding in Southgobi Sands LLC, the Mongolian registered company that holds SouthGobi’s mini",pending
01878.HK,南戈壁資源有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902945.pdf,data/raw/hkex_reports/01878.HK/2025/annual_report.pdf,28,"Environmental, Social and Governance","ting to US$578,066 (2024: US$853,273). Environmental Policies and Performance Detailed information on the environment and social practices adopted by the Company is set out in the Environmental, Social and Governance Report which will be presented on pages 132 to 189 of this Report and published on the website of the Company at www.southgobi.com.",pending
01878.HK,南戈壁資源有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902945.pdf,data/raw/hkex_reports/01878.HK/2025/annual_report.pdf,44,"environmental, social and governance","onment, safety and social responsibility; • reviewed the performance of the Company in the areas of health, environment, safety and social responsibility. • reviewed the Company’s environmental, social and governance report (the “ESG Report”); and • provided guidelines and recommendations to the Company’s management relating to the findings in the ESG Report. The Board believes that strong corporate governance provides a framework to make well-informed and sound decisions that will facilitate the implementation of policies and procedures to safeguard the safety and well",pending
01878.HK,南戈壁資源有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902945.pdf,data/raw/hkex_reports/01878.HK/2025/annual_report.pdf,133,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","132 SOUTHGOBI RESOURCES LTD. ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT About the Company Business Nature SouthGobi Resources Ltd., together with its subsidiaries (collectively the “Company” or “we”), is an integrated coal mining, development, and trading company. The Company’s primary operation site, the Ovoot Tolgoi Mine, is located in Mongolia, approximately 46 kilometres north of border with China. With the mining an",pending
01878.HK,南戈壁資源有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902945.pdf,data/raw/hkex_reports/01878.HK/2025/annual_report.pdf,134,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ANNUAL REPORT 2025 133 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT Embedding ESG into Our Operations Sustainability is not a standalone initiative. It is embedded in the Company’s daily operations, shaping how value is created for stakeholders and society at large. Environmental Stewardship The Company is committed to building “green mines” and promoting environmentally responsible resource development. Through envi",pending
01921.HK,達力普控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901611.pdf,data/raw/hkex_reports/01921.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","rectors and Senior Management Profiles 董事及高級管理層簡介 28 Management Discussion and Analysis 管理層討論及分析 52 Report of the Board of Directors 董事會報告 73 Corporate Governance Report 企業管治報告 94 Environmental, Social and Governance Report 環境、社會和管治報告 227 Independent Auditor’s Report 獨立核數師報告 236 Consolidated Statement of Profit or Loss and Other Comprehensive Income 綜合損益及其他全面收益表 237 Consolidated Statement of Financial Position 綜合財務狀況表 238 Consolidated Statement of Changes in Equity 綜合權益變動表 240 Consolidated Cash Flow Statement 綜合現金流量表 242 Notes to the Financial Statements 綜合財務報表附註 316 Fi",pending
01921.HK,達力普控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901611.pdf,data/raw/hkex_reports/01921.HK/2025/annual_report.pdf,11,"environmental, social and governance"," one-tenth of the paid up capital of the Company carrying the right of voting at general meetings of the Company 「合資格股東」 指 一名或以上於遞交要求當日持有有權於本公司股東大會投票的本公司繳足 股本不少於十分之一的一名或以上股東 “ESG” environmental, social and governance 「ESG」 指 環境、社會及管治 “ESG Committee” the ESG committee of the Board 「ESG委員會」 指 董事會的ESG委員會 “Group” or “our Group” or collectively, our Company and its subsidiaries “we” or “our” or “us” 「本集團」或「我們」 指 本公司及其附屬公司的統稱 “Hong Kong” or “HK” the Hong Kong Special Administrative Region of the PRC 「香港」 指 中國香港特別行政區 “Hong Kong dollars” or “HK$” Hong Kong dollars, the lawful c",pending
01921.HK,達力普控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901611.pdf,data/raw/hkex_reports/01921.HK/2025/annual_report.pdf,55,"environmental, social and governance","s from time to time. The Group is always committed to maintaining the highest environmental and social standards to ensure sustainable development of its business. A report on the environmental, social and governance aspects has been prepared with reference to the Environmental, Social and Governance Reporting Guide in Appendix C2 to the Listing Rules and is set out in the section headed “Environmental, Social & Governance Report” on pages 94 to 226 of this annual report. RELATIONSHIP WITH STAKEHOLDERS The Group recognises that employees, customers, suppliers and busine",pending
01921.HK,達力普控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901611.pdf,data/raw/hkex_reports/01921.HK/2025/annual_report.pdf,74,"Environmental, Social and Governance",", and inclusion and diversity in the work-place. Further details about the Group’s ESG initiatives and its key relationships with stakeholders are disclosed in the section headed “Environmental, Social and Governance Report” of this annual report. 本公司於2019年11月8日在香港聯交所上市。本 年度的公司企業管治情況如下。本報告符合上市 規則附錄C1企業管治守則第一部份的強制披露 要求。 企業文化及策略 企業文化 「爭創一流企業，服務一流客戶，締造百年品牌」 是本集團的願景和使命，公司董事會及管理層緊 緊圍繞實現這一願景和使命，帶領全體員工始 終秉承「守法合規、誠實守信」的基本價值準則， 持續改善、不斷創新、勇於變革是公司長久發展 的不竭動力。公司倡導思想上同心、目標上同 向、行動上同步，以變應變，開放共享，始終追 求「沒有最好，只有更好」。本集團將以穩健的成 長和優異的業績，實現股東、客戶、員工、供應 商、社會的和諧發展。 企業策略 為實現公司長期發展的價值目標，本集團專注於 在其財務及",pending
01921.HK,達力普控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901611.pdf,data/raw/hkex_reports/01921.HK/2025/annual_report.pdf,85,ESG report,"ppendix C1 and Appendix C2 to the Listing Rules, respectively. During the Year, 2 meetings of the ESG Committee were held to discuss and review the corporate governance report and ESG report prepared by the Company regularly. BOARD DIVERSITY POLICY The Board has adopted a board diversity policy setting out the approach to achieve diversity on the Board. The Company recognises and embraces the benefits of having a diverse Board to enhance the quality of its performance and hence the purpose of the Board Diversity Policy aims to build and maintai",pending
01938.HK,珠江石油天然氣鋼管控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302216.pdf,data/raw/hkex_reports/01938.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","討論與分析 Management Discussion and Analysis 40 董事及高級管理層履歷 Profile of Directors and Senior Management 54 董事會報告書 Report of Directors 67 企業管治報告 Corporate Governance Report 97 環境、社會及管治報告 Environmental, Social and Governance Report 124 獨立核數師報告 Independent Auditor’s Report 135 綜合損益表 Consolidated Statement of Profit or Loss 136 綜合全面收益表 Consolidated Statement of Comprehensive Income 137 綜合財務狀況表 Consolidated Statement of Financial Position 139 綜合權益變動表 Consolidated Statement of Changes in Equity 141 綜合現金流量表 Consolidated Statement of Cash Flows 144 財務報表附註 Notes to Financial Statement",pending
01938.HK,珠江石油天然氣鋼管控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302216.pdf,data/raw/hkex_reports/01938.HK/2025/annual_report.pdf,55,"Environmental, Social and Governance","e before recycling and discharge, and sell wasted steel products to recycling companies. Further details of the Group’s environmental policies and performance can be found in the “Environmental, Social and Governance Report” set out on pages 97 to 123. 54 Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited 董事會謹此提呈其報告書以及本集團截至二零二五年十 二月三十一日止年度的經審核財務報表。 主要業務 本公司主要業務為投資控股。本公司附屬公司的主要業 務包括製造及銷售焊接鋼管。本集團亦從事物業發展及 投資。 本公司主要附屬公司於二零二五年十二月三十一日的詳 情載於財務報表附註1。 業績及股息 本集團截至二零二五年十二月三十一日止年度的溢利及 本集團於當日的事務狀況載於財務報表第135至282頁。 董事會不建議就截至二零二五年十二月三十一日止年度 派付股息（二零二四年：無）。 業務回顧 本集團業務的公平回顧及本",pending
01938.HK,珠江石油天然氣鋼管控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302216.pdf,data/raw/hkex_reports/01938.HK/2025/annual_report.pdf,98,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 The Board is committed to the long-term sustainability of the environment and communities in which the Group operates and continually enhances investment value to stakeholders through proper and effective internal control systems and ESG risk management measures throughout its operations. The Board maintains oversight of and approves the i",pending
01938.HK,珠江石油天然氣鋼管控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302216.pdf,data/raw/hkex_reports/01938.HK/2025/annual_report.pdf,99,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 The Group is complying with the following laws and regulations that are most relevant to the Group: 本集團遵守與本集團最為相關的以下法律法規： • Law of the PRC on the Environmental Protection* (中華 人民共和國環境保護法); • 中華人民共和國環境保護法； • Law of the PRC on the Water Pollution Prevention and Control* (中華人民共和國水污染防止法); • 中華人民共和國水污染防治法； • Law of the PRC on the Prevention and",pending
01938.HK,珠江石油天然氣鋼管控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302216.pdf,data/raw/hkex_reports/01938.HK/2025/annual_report.pdf,100,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 Hazardous waste Hazardous wastes were produced during production, including waste oil, waste sludge, waste mineral oil, paint, paint residue, waste grease, waste grease drum, waste paint drum, waste emulsion drum, waste activated carbon, waste organic solvent, waste developer, and fixer. Total hazardous waste produced in 2025 was approxima",pending
02178.HK,百勤油田服務有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0416/2026041601300.pdf,data/raw/hkex_reports/02178.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance","CONTENTS Financial Highlight 2 Corporate Profile and Structure 3 Chairman’s Statement 4-5 Management Discussion and Analysis 6-17 Environmental, Social and Governance Report 18-49 Corporate Governance Practices 50-60 Directors and Senior Management 61-63 Corporate Information 64-65 Report of the Directors 66-82 Independent Auditor’s Report 83-88 Consolidated Statement of Profit or Loss and Other Comprehensive Income 89-90 Consolidated Statement of Financial Position 91-92 Consolidated Statement of Changes In Equity Conso",pending
02178.HK,百勤油田服務有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0416/2026041601300.pdf,data/raw/hkex_reports/02178.HK/2025/annual_report.pdf,19,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT SCOPE AND REPORTING PERIOD This is the eighth Environmental, Social, and Governance (the “ESG”) report of Petro-King Oilfield Services Limited (the “Company”, and together with its subsidiaries referred to as the “Group”), highlighting its ESG performance, with disclosure references made to the ESG Reporting Guide as prescribed in Appendix C2 of the ",pending
02178.HK,百勤油田服務有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0416/2026041601300.pdf,data/raw/hkex_reports/02178.HK/2025/annual_report.pdf,20,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT ESG GOVERNANCE: EMPOWERING PETRO-KING’S SUSTAINABLE GROWTH AND RESILIENCE The Group acknowledges that the petroleum and energy sector represents a significant portion of global energy consumption and is a major contributor to carbon emissions. As global decarbonization efforts intensify, the transformation of our energy consumption structure is vital",pending
02178.HK,百勤油田服務有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0416/2026041601300.pdf,data/raw/hkex_reports/02178.HK/2025/annual_report.pdf,21,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT The HSE policy is subject to regular reviews and will be updated as necessary to ensure its relevance and effectiveness. Furthermore, the Group strictly adheres to several United Nations conventions since its establishment, including: 1. United Nations Convention against Corruption 2. Basel Convention on the Control of Transboundary Movements of Haza",pending
02178.HK,百勤油田服務有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0416/2026041601300.pdf,data/raw/hkex_reports/02178.HK/2025/annual_report.pdf,22,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT EMBRACING A GREENER FUTURE To ensure sustainable operations and long-term growth, the Group has established clear ESG goals, particularly in emission reduction and energy efficiency. Progress is monitored through regular data collection, management reviews, and site inspections. Annually, the ESG Task Force evaluates target achievement and overall ES",pending
02798.HK,久泰邦達能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301563.pdf,data/raw/hkex_reports/02798.HK/2025/annual_report.pdf,2,"Environmental, Social and Governance"," and Senior Management’s Biographical Details 董事及高級管理層履歷詳情 11 Management Discussion and Analysis 管理層討論及分析 17 Report of the Directors 董事會報告 41 Corporate Governance Report 企業管治報告 60 Environmental, Social and Governance Report 環境、社會及管治報告 84 Independent Auditor’s Report 獨立核數師報告 151 Consolidated Statement of Profit or Loss and Other Comprehensive Income 綜合損益及其他全面收益表 158 Consolidated Statement of Financial Position 綜合財務狀況表 159 Consolidated Statement of Changes in Equity 綜合權益變動表 161 Consolidated Statement of Cash Flows 綜合現金流量表 163 Notes to the Consolidated Financial Statements",pending
02798.HK,久泰邦達能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301563.pdf,data/raw/hkex_reports/02798.HK/2025/annual_report.pdf,59,"Environmental, Social and Governance","of the Group and were implemented effectively. For more detailed information about the Group’s environmental policies and performance for this financial year, please refer to the “Environmental, Social and Governance Report” on pages 84 to 150 of this annual report. Key Relationships with Stakeholders The Group recognises that employees, customers, business associates and the local community are key stakeholders of the Group’s success. The Group strives to achieve corporate sustainability through engaging employees, providing quality services to customers and collaborat",pending
02798.HK,久泰邦達能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301563.pdf,data/raw/hkex_reports/02798.HK/2025/annual_report.pdf,79,環境、社會及管治,ry to ensure that the deficiencies and weaknesses have been mitigated or duly addressed. 風險管理及內部監控 （續） 風險管理及內部監控系統的主要特點 （續） 內部監控制度 （續） 董事會具有一個持續的程序識別、評估及管理 本集團面臨的重大風險（包括環境、社會及管 治（「環境、社會及管治」）風險）。作為此過程 的一部分，風險管理系統及內部控制至少每年 審查一次，並根據業務或外部環境的變化不時 改進。透過識別及評估面臨的風險以及設計、 運行及監控有效的內部控制以減輕及控制該等 風險，管理層協助董事會在董事會批准的風險 偏好範圍內設計、實施及維護本集團的政策、 程序及限制。 審查涵蓋所有重大控制，包括財務、營運及程 序合規控制，以及識別、評估及管理本集團面 臨的重大風險（包括環境、社會及管治風險）的 過程。董事會亦審查本集團的會計、合規、 風險管理、內部審計及財務報告職能，以及與 本集團環境、社會及管治績效及報告有關的資 源、員工資格及經驗、培訓計劃以及本集團的 預算。 為確保有一個穩健有效的內部控制系統來支 撐風險管理框架，截至2025年12月31日止年 度，董事會已透過審核委員會，在獨立內部控,pending
02798.HK,久泰邦達能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301563.pdf,data/raw/hkex_reports/02798.HK/2025/annual_report.pdf,80,ESG report,"evolving needs of stakeholders. Detailed ESG risk and information on the Group’s management approaches for environmental and social aspects can be found in various sections of our ESG report. The Board is satisfied with the adequacy of the Group’s resources, staff qualifications and experience, training programmes and budget relating to ESG performance and reporting. 本集團的管理層及負責團隊定期審查並調整其 可持續發展政策，以滿足利益相關者不斷變化 的需求。詳細的環境、社會及管治風險及有關 本集團於環境及社會方面的管理方法的資料請 參閱我們的環境、社會及管治報告的各章節。 董事會對本集團於環境、社會及管治績效及報 告方面的資源、員工資格及經驗、培訓計劃及 預算的充足性感到滿意。",pending
02798.HK,久泰邦達能源控股有限公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042301563.pdf,data/raw/hkex_reports/02798.HK/2025/annual_report.pdf,85,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE","84 Perennial Energy Holdings Limited 久泰邦達能源控股有限公司 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 環境、社會及管治報告 Reporting Principles and Scopes Perennial Energy Holdings Limited (the “Company”) and its subsidiaries (collectively referred to as the “Group” or “We”) is committed to fulfilling its disclosure obligations relating to environmental, social and governance (“ESG”) matters in strict accordance with the requirements of The Stock Exchange of H",pending
03395.HK,吉星新能源有限責任公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901442.pdf,data/raw/hkex_reports/03395.HK/2025/annual_report.pdf,3,"Environmental, Social and Governance","eserves Summary 5 Chairman’s Statement 7 Profiles of Directors and Senior Management 11 Management’s Discussion and Analysis 44 Corporate Governance Report 61 Directors’ Report 78 Environmental, Social and Governance Report 105 Independent Auditor’s Report 110 Statement of Financial Position 112 Statement of Loss and Comprehensive Loss 113 Statement of Changes in Shareholders’ Equity 114 Statement of Cash Flows 115 Notes to the Financial Statements",pending
03395.HK,吉星新能源有限責任公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901442.pdf,data/raw/hkex_reports/03395.HK/2025/annual_report.pdf,49,"Environmental, Social and Governance","iversity in workforce. For further details of gender ratio and initiatives taken to improve gender diversity together with the relevant date, please refer to the disclosure in the Environmental, Social and Governance report. Confirmation of Independence by the Independent Non-executive Directors The Company has received written annual confirmation from each independent non-executive Director of his/her independence pursuant to the requirements of the Listing Rules. The Company considers all independent non-executive Directors to be independent in accordance with the ind",pending
03395.HK,吉星新能源有限責任公司,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901442.pdf,data/raw/hkex_reports/03395.HK/2025/annual_report.pdf,76,"Environmental, Social and Governance","hat would have an impact thereon. ENVIRONMENTAL POLICIES AND PERFORMANCE Information on the environmental policies and performance of the Company is set out in the section headed “Environmental, Social and Governance Report” in this annual report. 74 JX Energy Ltd. Annual Report 2025",pending
